"country_name","genres","n"
"United Kingdom","Western",2
"United States","Action",147
"United States","Adult",6
"United States","Adventure",108
"United States","Animation",46
"United States","Biography",4
"United States","Comedy",159
"United States","Crime",103
"United States","Documentary",17
"United States","Drama",285
"United States","Family",39
"United States","Fantasy",30
"United States","Game-Show",6
"United States","History",5
"United States","Horror",35
"United States","Music",11
"United States","Mystery",52
"United States","Reality-TV",28
"United States","Romance",63
"United States","Sci-Fi",29
"United States","Short",3
"United States","Sport",25
"United States","Talk-Show",10
"United States","Thriller",56
"United States","War",3
"United States","Western",3
"Uruguay","Action",142
"Uruguay","Adult",3
"Uruguay","Adventure",109
"Uruguay","Animation",51
"Uruguay","Biography",13
"Uruguay","Comedy",162
"Uruguay","Crime",146
"Uruguay","Documentary",12
"Uruguay","Drama",360
"Uruguay","Family",19
"Uruguay","Fantasy",24
"Uruguay","Game-Show",1
"Uruguay","History",5
"Uruguay","Horror",40
"Uruguay","Music",36
"Uruguay","Mystery",63
"Uruguay","Reality-TV",5
"Uruguay","Romance",83
"Uruguay","Sci-Fi",16
"Uruguay","Short",2
"Uruguay","Sport",9
"Uruguay","Talk-Show",9
"Uruguay","Thriller",85
"Uruguay","War",5
"Uruguay","Western",1
"Venezuela","Action",143
"Venezuela","Adult",5
"Venezuela","Adventure",83
"Venezuela","Animation",42
"Venezuela","Biography",6
"Venezuela","Comedy",179
"Venezuela","Crime",123
"Venezuela","Documentary",11
"Venezuela","Drama",325
"Venezuela","Family",20
"Venezuela","Fantasy",16
"Venezuela","Horror",31
"Venezuela","Music",28
"Venezuela","Mystery",46
"Venezuela","Reality-TV",5
"Venezuela","Romance",120
"Venezuela","Sci-Fi",14
"Venezuela","Short",1
"Venezuela","Sport",9
"Venezuela","Talk-Show",7
"Venezuela","Thriller",82
"Venezuela","War",5
"Vietnam","Action",267
"Vietnam","Adult",2
"Vietnam","Adventure",144
"Vietnam","Animation",22
"Vietnam","Biography",2
"Vietnam","Comedy",211
"Vietnam","Crime",103
"Vietnam","Documentary",6
"Vietnam","Drama",339
"Vietnam","Family",31
"Vietnam","Fantasy",49
"Vietnam","Game-Show",1
"Vietnam","History",13
"Vietnam","Horror",37
"Vietnam","Music",3
"Vietnam","Mystery",53
"Vietnam","Reality-TV",1
"Vietnam","Romance",142
"Vietnam","Sci-Fi",52
"Vietnam","Short",3
"Vietnam","Talk-Show",4
"Vietnam","Thriller",82
"Vietnam","War",6
